Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Solomon Islands,SLB,..,..,..,..,2.799395181,1.742905012,1.022466819,1.359223255,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,South Africa,ZAF,..,..,6.521140736,6.659055544,7.405393803,6.655423387,5.67818217,5.271878124,4.894243997,5.620867683,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Spain,ESP,..,..,6.969529671,6.910962238,6.887358494,7.801115307,6.998608473,6.766472725,6.84573906,7.767937313,9.392583356,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sri Lanka,LKA,..,..,1.039212636,0.954465708,0.891656274,0.943903914,1.019916648,..,1.102102874,1.256371154,1.045164027,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,St. Kitts and Nevis,KNA,..,..,35.12059546,27.63543911,23.28034099,25.76347647,34.6026369,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,St. Lucia,LCA,..,..,8.518445421,6.26898307,4.558693322,6.42816144,4.569022833,14.33878654,10.52732494,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,St. Vincent and the Grenadines,VCT,..,..,0.214024288,0.046039138,..,0.004010314,0.000819764,0.001089288,9.926175847,..,0.003450249,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Suriname,SUR,..,..,10.88441202,14.93506533,10.81283131,20.03223774,8.277509454,5.821896728,12.52180718,2.511958911,4.63398968,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sweden,SWE,..,..,18.0204127,17.87381347,18.12533588,17.83173302,15.1063538,14.15969085,14.50098685,15.13066999,13.92878268,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Switzerland,CHE,..,..,26.74996128,26.65761456,27.05064976,27.33489695,14.02342933,13.31746718,12.90854409,12.84405443,14.2377796,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tajikistan,TJK,..,..,..,..,..,33.78672155,14.47736892,4.178419341,4.528856478,1.04642371,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tanzania,TZA,..,..,6.132480811,3.384020389,0.81565034,2.319270409,2.558364297,6.89160915,1.284425429,2.687439946,1.68282462,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Thailand,THA,..,..,22.11689727,22.63468729,23.90663416,24.15131089,25.09360135,23.70033287,23.53905156,27.66722461,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Togo,TGO,..,..,0.220281927,0.154374793,0.430004077,0.099803069,0.740557471,0.090663217,0.053546346,0.237930579,0.326092138,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tonga,TON,..,..,5.973503093,2.696506088,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Trinidad and Tobago,TTO,..,..,0.181445808,0.124920835,0.13794002,0.157263835,0.197546645,0.147211459,0.332515357,0.175863227,0.102834402,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tunisia,TUN,..,..,6.421482769,6.765383759,7.785323238,7.855927814,7.38954597,6.764499888,6.885857351,..,7.168311146,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Turkiye,TUR,..,..,3.130232525,3.379640668,3.436024122,3.038095611,3.232695653,2.673518829,3.028137895,3.15272448,3.283558846,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Uganda,UGA,..,..,2.107997415,2.678430174,2.297024585,2.04664972,2.053875183,3.477400451,3.123984052,2.10259339,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ukraine,UKR,..,..,6.146082943,6.88722574,8.038853598,6.678807986,6.165825861,5.424671796,5.480124989,5.852349851,4.510373629,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United Arab Emirates,ARE,..,..,3.606990127,10.16578905,5.30115833,2.617914768,2.86008045,3.239309958,3.038624316,5.414098096,8.957950708,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United Kingdom,GBR,..,..,23.57438288,22.19217535,22.32275235,23.54590131,22.60672202,22.31955799,23.08326246,22.99716275,23.85368382,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United States,USA,..,..,20.1783051,20.46714365,21.38094108,22.411343,19.25881837,18.47405364,18.67265174,19.48384869,19.8938692,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Uruguay,URY,..,..,9.20466595,8.553454632,14.74248776,10.59605355,8.491142633,7.616259694,8.297962641,9.758211585,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Uzbekistan,UZB,..,..,..,..,..,..,1.543146389,0.453823634,0.724935108,1.304907827,0.308087494,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Vietnam,VNM,..,..,33.59562022,32.0548542,36.36831241,38.05574646,41.73806712,40.75012108,40.4333961,41.74007736,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,West Bank and Gaza,PSE,..,..,0.094799444,0.234222701,0.961927851,0.717403673,0.615204105,0.850022002,0.903315393,1.697473226,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Yemen, Rep.",YEM,..,..,3.301955093,1.450964123,4.829284154,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Zambia,ZMB,..,..,3.04057326,1.907328365,7.6279482,31.56330009,4.519467546,2.196148169,2.303531485,1.359124485,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Zimbabwe,ZWE,..,..,2.939573993,1.461770586,3.276827601,5.164382637,2.58586852,2.06369292,4.949714462,2.383867783,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Africa Eastern and Southern,AFE,..,..,..,..,6.534174072,6.693022184,5.971951881,6.996178543,6.734024707,4.37368565,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Africa Western and Central,AFW,..,..,4.125769145,4.242107544,8.581284518,3.365695676,3.660509431,4.005295387,3.542123764,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Arab World,ARB,..,..,1.829319805,3.872436118,2.847341911,1.868079996,1.810810626,2.193831225,2.053613105,4.248811855,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Caribbean small states,CSS,..,..,..,..,..,2.835737254,5.416610472,4.524347164,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Central Europe and the Baltics,CEB,..,..,12.46381894,12.6175982,13.13627117,13.10883064,12.97158134,13.1323754,13.16013443,13.71023558,12.78290138,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Early-demographic dividend,EAR,..,..,28.7689555,8.07367612,8.506073581,8.73623364,10.48284294,10.73895085,11.53002436,13.22129853,13.90959216,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,East Asia & Pacific,EAS,..,..,28.1776404,27.18574415,28.14544799,28.0412351,33.79502144,34.6397247,34.07228697,35.87975148,32.97359887,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,East Asia & Pacific (excluding high income),EAP,..,..,30.38258348,29.14881832,29.87103113,29.85917898,31.59446532,32.03071782,31.52452523,32.4423472,30.58177594,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,30.38258348,29.14881832,29.87103113,29.85917898,31.59446532,32.03071782,31.52452523,32.4423472,30.58177594,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Euro area,EMU,..,..,16.75227217,16.92620567,17.67380794,18.06447029,16.43210149,16.06813663,16.75354999,16.46653129,15.20089561,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Europe & Central Asia,ECS,..,..,16.97426339,17.04462405,17.89767916,18.12480734,15.90987786,15.50087189,16.14495781,15.87360555,14.95379928,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Europe & Central Asia (excluding high income),ECA,..,..,10.61043768,11.19859297,12.57194473,11.14913473,9.270991934,8.812575506,9.936025868,8.412347333,6.85058036,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,10.17535664,10.83098854,11.97423338,11.07248928,9.59267223,9.228074622,9.96098545,9.052810076,7.891933543,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,European Union,EUU,..,..,16.39127152,16.52293241,17.25470437,17.51366658,15.9623911,15.64744949,16.23655494,16.09282142,14.89270582,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,4.523186078,..,..,..,5.207322515,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,5.669765409,6.007516514,4.791331863,5.027830289,4.009334046,4.746771344,3.999615835,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,High income,HIC,..,..,21.91538924,18.53621688,19.43869582,19.67274704,20.05152381,19.98815085,20.20183113,21.32845514,19.44250114,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,IBRD only,IBD,..,..,28.07825935,19.87882901,21.01891773,20.79137686,21.38350257,21.74607389,22.01220386,23.24733915,21.31374165,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,IDA & IBRD total,IBT,..,..,26.99707005,19.17663284,20.25200246,20.11758321,20.60739507,20.96782163,21.13824555,22.58007838,20.89767278,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,IDA blend,IDB,..,..,2.852207929,2.158865177,7.03818113,3.103302765,2.517445524,2.285690817,2.348579517,4.170188551,3.676448308,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,IDA only,IDX,..,..,3.791581395,..,4.006894466,5.766302676,3.726599658,..,3.268224617,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,IDA total,IDA,..,..,3.334157258,3.747747817,5.080401872,4.827022717,3.248204702,3.360693408,2.886067872,3.353006997,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Late-demographic dividend,LTE,..,..,21.94174359,22.17104459,23.62486184,23.71406192,23.56252498,23.42360353,23.32278371,24.91691726,23.86663247,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Latin America & Caribbean,LCN,..,..,61.13121318,13.24236426,13.79561319,14.62244415,14.31845266,14.28741647,14.09835459,15.12742684,13.37299408,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,14.21067945,14.20762657,14.75246141,15.63810026,15.41007234,15.04753416,14.67788214,14.93857353,13.47126335,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,61.2340738,13.25380067,13.81443232,14.69365166,14.35709253,14.34634456,14.11841171,14.95072966,13.38378903,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Least developed countries: UN classification,LDC,..,..,..,..,5.237470313,7.723362236,..,8.083664383,7.687007533,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Low & middle income,LMY,..,..,20.07180112,19.94500492,21.03158227,20.9111457,21.48383324,21.82498873,22.02325913,23.51082857,21.84595149,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Low income,LIC,..,..,..,..,5.035224236,3.314938516,3.432679574,4.251812003,5.506578512,4.009191035,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lower middle income,LMC,..,..,8.52908126,9.239499536,10.43349484,11.05912877,14.86901284,16.10048796,17.77359945,20.22911459,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Middle East & North Africa,MEA,..,..,3.288069228,5.115553394,4.811277973,3.917987581,3.889500175,4.366121211,4.695323938,8.350460409,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,2.099869697,2.100297336,2.228017395,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,2.110404009,2.112971492,2.24323715,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Middle income,MIC,..,..,20.14172173,20.02349981,21.15313403,21.02851092,21.61644469,21.95807085,22.14328474,23.63138341,21.85673056,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,North America,NAC,..,..,19.24854292,19.35051461,20.21414916,20.97163593,18.38659066,17.92316093,18.19097271,18.698127,18.92884616,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,OECD members,OED,..,..,18.52827069,18.53628479,19.21142553,19.52837717,17.73374566,17.56000971,17.78938135,18.1444281,16.79629451,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Other small states,OSS,..,..,6.190646402,6.205933949,7.69227627,7.171751059,8.365154966,8.698500703,9.441982093,13.32125879,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Pacific island small states,PSS,..,..,2.358020577,2.543734808,2.042795494,2.505748387,2.92080323,3.395572937,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Post-demographic dividend,PST,..,..,19.96689851,19.75814078,20.46351552,20.61280861,21.20373238,21.26941512,21.44355969,22.22480805,19.84221807,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,5.797311369,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Small states,SST,..,..,6.111467477,6.143645615,7.47882421,6.899011741,8.14239405,8.421096827,9.296389359,13.10049821,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,South Asia,SAS,..,..,7.967783945,8.713782277,6.850538574,7.024728188,6.808169609,8.635056255,9.466396983,10.32419355,9.599955804,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,South Asia (IDA & IBRD),TSA,..,..,7.967783945,8.713782277,6.850538574,7.024728188,6.808169609,8.635056255,9.466396983,10.32419355,9.599955804,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sub-Saharan Africa,SSF,..,..,4.862404927,4.721696302,7.249836538,5.51737065,5.158374046,5.904462146,5.514721008,4.62317574,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,4.869665163,4.732436241,7.246211056,5.525671515,5.036572954,5.907243826,5.528492168,4.628434111,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,4.862404927,4.721696302,7.249836538,5.51737065,5.158374046,5.904462146,5.514721008,4.62317574,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Upper middle income,UMC,..,..,22.95655375,22.54377253,23.79269127,23.59046272,23.52389938,23.54713498,23.30547479,24.45146923,23.43907679,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,..,..,21.37193071,18.94581903,19.90748119,20.02689144,20.47419799,20.53312625,20.74165725,21.98573781,20.21673776,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Mauritania,MRT,..,..,60,58.88888889,66.6667,58.88893333,56.6667,61.11113333,54.44446667,61.11113333,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Afghanistan,AFG,..,..,53.33333333,54.44444444,51.1111,51.1111,51.1111,50,50,57.7778,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Albania,ALB,..,..,68.88888889,75.55555556,72.22223333,82.22223333,88.8889,82.22223333,78.8889,87.7778,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Algeria,DZA,..,..,51.11111111,52.22222222,53.33336667,55.55556667,61.1111,50,52.2222,49.99996667,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Angola,AGO,..,..,47.77777778,48.88888889,47.77776667,42.22216667,45.5555,42.22223333,48.8889,45.55556667,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Antigua and Barbuda,ATG,..,..,55.55555556,58.88888889,57.7778,57.7778,54.44446667,43.33333333,47.7778,44.44446667,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Argentina,ARG,..,..,76.66666667,83.33333333,95.55556667,88.8889,85.55556667,81.1111,80,78.8889,..,..
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Armenia,ARM,..,..,88.88888889,87.77777778,93.33333333,92.22223333,91.1111,93.33336667,93.33336667,94.44446667,..,..
